Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-big-book-of-baking-viennoiserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782379451010_4_215f3a62-c622-47b3-81d2-39a686a3d1d7.jpg?v=1749569593,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-big-book-of-baking-viennoiserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9782379451010_5_fa4ad759-db6b-4b7e-a09a-d9063e13bf87.jpg?v=1749569594,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-gluten-free-bread-groundbreaking-recipes-for-artisanal-breads-and-pastries,The Art of Gluten-Free Bread: Groundbreaking Recipes for Artisanal Breads and Pastries,"<p>For anyone who’s had to give up gluten but not their love of bread, Aran Goyoaga offers a generous and rigorously tested collection of sourdoughs, yeasted loaves, flatbreads, and pastries—with careful technique at the core.</p>
<p data-start=""1015"" data-end=""1374"">This is her most focused baking book yet, built around naturally fermented breads and enriched doughs that use packaged yeast, along with recipes for using starter discard in sweets like fudgy brownies, chocolate-miso cookies, and galette dough. Many recipes are supported by step-by-step photo sequences that make the process feel both grounded and possible.</p>
<p data-start=""1376"" data-end=""1611"">You’ll find Nordic-style seed bread, fermented buckwheat and lentil bread, soft pretzels, almond croissants, cheesy potato and leek slab pie, leek and cheddar soda bread, and even fresh egg pasta—all gluten-free, all deeply considered.</p>
<p data-start=""1613"" data-end=""1751"">A rare kind of cookbook: wide in scope, precise in method, and genuinely useful to any baker looking to reclaim or expand what’s possible.</p>
<p>Hardcover. Color photographs throughout. </p>",WORA,Media > Books > Print Books,BOOK,"09-23-2025, C, Fall 2025, Ln_En, preorder, Sd_Gf",true,Title,Default Title,,,,,,,,Aran Goyoaga,1814.36948,shopify,continue,manual,40.00,,true,true,,,,,'9781648292026,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648292026_1_f77d64d6-fad3-4e2a-a5d7-e79bea14dc64.jpg?v=1749569586,1,Book Cover: The Art of Gluten-Free Bread: Groundbreaking Recipes for Artisanal Breads and Pastries,false,The Art of Gluten-Free Bread: Groundbreaking Recipes for Artisanal Breads and Pastries | Kitchen Arts & Letters,"Bake incredible gluten-free bread! Aran Goyoaga shares 100 recipes for flavorful loaves, biscuits, and pastries using alternative flours.",543543,,,,,,,,,,,Aran Goyoaga,Hardcover,,,English,,,,,'2025-09-23,,,,,Gluten-Free,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
the-art-of-gluten-free-bread-groundbreaking-recipes-for-artisanal-breads-and-pastries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648292026_2_76bcb807-bcbb-4b7e-a36a-36b7483fe29d.jpg?v=1749569586,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-gluten-free-bread-groundbreaking-recipes-for-artisanal-breads-and-pastries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648292026_3_6481d1b2-45bb-496a-b967-f1a2d1d7ebfa.jpg?v=1749569586,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-gluten-free-bread-groundbreaking-recipes-for-artisanal-breads-and-pastries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648292026_4_a9523378-0de5-4fab-92b5-892066bd8077.jpg?v=1749569586,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-art-of-gluten-free-bread-groundbreaking-recipes-for-artisanal-breads-and-pastries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648292026_5_483e33f0-026f-4ee8-a4e0-475986f1f2c8.jpg?v=1749569586,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anthony-bourdain-reader,The Anthony Bourdain Reader,"<p data-start=""521"" data-end=""664"">A career-spanning anthology that captures the full force of Anthony Bourdain’s voice: incisive, unsparing, darkly funny, and—always—restless.</p>
<p data-start=""666"" data-end=""1109"">Curated by his longtime agent Kimberly Witherspoon, this collection draws from the full arc of Bourdain’s writing life, gathering published work from <em data-start=""816"" data-end=""838"">Kitchen Confidential</em> to <em data-start=""842"" data-end=""857"">Parts Unknown</em>, as well as previously unseen material that even devoted readers are unlikely to know: teenage diary entries from his first trip to France, unpublished fiction, outtakes from unfinished projects, and raw dispatches from the early days of his career.</p>
<p data-start=""1111"" data-end=""1431"">The book’s structure reflects Bourdain’s broad creative reach—culinary memoir, travel writing, cultural critique, fiction, even graphic narrative—and gives readers a deeper view into the mind behind the myth. If Bourdain’s fans often feel that no single book captured the whole of him, this one comes closer than most.</p>
<p data-start=""1433"" data-end=""1592"">A compelling choice for longtime readers, newcomers seeking a starting point, or anyone drawn to the sharp, unsanitized writing that defined Bourdain’s legacy.</p>
<p>Hardcover. 512 pages.</p>",ECCO,Media > Books > Print Books,BOOK,"09-23-2025, 10-28-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Anthony Bourdain,907.18474,shopify,continue,manual,40.00,,true,true,,,,,'9780062863959,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780062863959_1_8315bf4a-8aa3-430a-a4e0-c1b9a9234a77.jpg?v=1749569579,1,Book Cover: The Anthony Bourdain Reader,false,The Anthony Bourdain Reader | Kitchen Arts & Letters,"Anthony Bourdain's singular voice shines in this career-spanning collection. Explore his best writing, travel, and unpublished fiction.",543543,,,,,,,,,,,Anthony Bourdain,Hardcover,,,English,,,'2025-10-28,,'2025-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
the-anthony-bourdain-reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780062863959_2_c76f120b-e662-4b07-add0-dee327b11ad1.jpg?v=1749569579,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anthony-bourdain-reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780062863959_3_2404f694-c918-43e1-b599-e6aa8b1d06e5.jpg?v=1749569579,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anthony-bourdain-reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780062863959_4_3243839e-2c9f-457e-8916-196a9fd8010f.jpg?v=1749569579,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anthony-bourdain-reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780062863959_5_6a1679c3-4fe4-4604-8040-32068d10cb29.jpg?v=1749569579,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terra-nova,"Terra Nova: Food, Water, and Work in an Early Atlantic World","<p data-start=""0"" data-end=""439"">European mariners began fishing the northwest Atlantic in the early 1500s, long before permanent settlements took hold. They returned season after season, drawn by cod-rich waters off the coast of what is now eastern Canada. Jack Bouchard’s account traces the formation of these early fisheries, showing how food production, labor, and environment shaped one of the most significant—and overlooked—maritime zones of the early modern world.</p>
<p data-start=""441"" data-end=""825"">This is a history grounded in the daily realities of work at sea and sometimes on shore. Bouchard draws on scattered archival sources to reconstruct the lives of the fishermen, whalers, and Indigenous traders who made this seasonal enterprise possible. These were communities built around extraction rather than settlement, where migration followed the rhythms of ice and fish, not the directives of empire.</p>
<p data-start=""827"" data-end=""1181"">The book places the Terra Nova fishery within a broader Atlantic context, connecting it to trade routes, environmental change, and the political and economic forces reshaping Europe and the Americas. Comparisons between Indigenous and European approaches to labor and resource use add depth, while also revealing how uneven the documentary record can be.</p>
<p data-start=""1183"" data-end=""1471"">Written with clarity and supported by original research, this is a valuable addition to the growing literature on early Atlantic history. Readers drawn to food history, maritime labor, and environmental change—especially those who admired Mark Kurlansky’s <em data-start=""1439"" data-end=""1444"">Cod</em>—will find much to explore.</p>
<p>Hardcover. Black-and-white illustrations.</p>",UYAL,Media > Books > Print Books,BOOK,"10-07-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Jack Bouchard,907.18474,shopify,continue,manual,38.00,,true,true,,,,,'9780300264357,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/BouchardTerraNovaCover.jpg?v=1750097120,1,Book cover: Terra Nova,false,Terra Nova | Kitchen Arts & Letters,"Unearth the hidden history of Terra Nova, an early Atlantic colony shaped by fishworkers, First Nations, and the ocean's bounty.",543543,,,,,,,,,,,Jack Bouchard,Hardcover,,,English,,,,,'2025-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
something-from-nothing,Something from Nothing,"<p data-start=""452"" data-end=""776"">Alison Roman’s fourth book builds on what her longtime fans already admire: a lively, intuitive approach to cooking that favors flavor over fuss, and pantry staples over grocery runs. <em data-start=""636"" data-end=""660"">Something from Nothing</em> aims to prove that with a few strategic items on hand—tins, jars, beans, grains—there’s always a meal worth making.</p>
<p data-start=""778"" data-end=""1102"">The promise of pantry cooking can be overstated, and not every recipe here will align with a weeknight inventory (unless yours includes hominy, fresh beets, or the occasional can of escargot). But the real appeal is Roman’s instinct for vibrant, satisfying combinations and the unpretentious tone that invites improvisation.</p>
<p data-start=""1104"" data-end=""1122"">Standouts include:</p>
<ul data-start=""1124"" data-end=""1349"">
<li data-start=""1124"" data-end=""1171"">
<p data-start=""1126"" data-end=""1171"">Kimchi tomato soup with rice and a soft egg</p>
</li>
<li data-start=""1172"" data-end=""1217"">
<p data-start=""1174"" data-end=""1217"">Vinegared wax beans with dill and cheddar</p>
</li>
<li data-start=""1218"" data-end=""1253"">
<p data-start=""1220"" data-end=""1253"">Salty celery salad with anchovy</p>
</li>
<li data-start=""1254"" data-end=""1303"">
<p data-start=""1256"" data-end=""1303"">Chicken noodle salad with spicy lime dressing</p>
</li>
<li data-start=""1304"" data-end=""1349"">
<p data-start=""1306"" data-end=""1349"">Overnight lamb and potatoes in white wine</p>
</li>
</ul>
<p data-start=""1351"" data-end=""1691"">Roman’s voice—confident, opinionated, and chatty—will feel familiar to those who’ve followed her through earlier books or social media. Whether or not you treat this as a pantry book, it’s a strong collection of creatively conceived recipes with broad appeal, especially for cooks who value flexibility, bold seasoning, and a sense of play.</p>
<p>Hardcover. Color photographs throughout.</p>",CWN,Media > Books > Print Books,BOOK,"11-11-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Alison Roman,1814.36948,shopify,continue,manual,37.99,,true,true,,,,,'9781984826411,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984826411_1_33fff948-a93e-467b-8412-e6b49f4588e8.jpg?v=1749569569,1,Book Cover: Something from Nothing: A Cookbook,false,Something from Nothing | Kitchen Arts & Letters,"Alison Roman shares bold, approachable recipes that turn pantry staples into flavorful, satisfying meals for any occasion.",543543,,,,,,,,,,,Alison Roman,Hardcover,,'-20 11/26/25 Could not locate. LJ,English,,,,,'2025-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
something-from-nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984826411_2_4019699b-b8b2-40de-be08-01a767773fd0.jpg?v=1749569569,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
something-from-nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984826411_3_3a824cb2-3304-4ae5-a4de-7c6266a89929.jpg?v=1749569569,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
something-from-nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984826411_4_fcace710-6260-41bf-9323-b7ea190b649b.jpg?v=1749569570,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
something-from-nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984826411_5_0cf92702-358d-4f61-ae43-7663a796c404.jpg?v=1749569570,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russ-daughters-100-years-of-appetizing,Russ & Daughters: 100 Years of Appetizing,"<p data-end=""646"" data-start=""477"">A vivid, evocative salute to one of New York’s most iconic food institutions, this cookbook from Russ &amp; Daughters celebrates more than 110 years of appetizing tradition.</p>
<p data-end=""842"" data-start=""648"">Still family-run on the Lower East Side, Russ &amp; Daughters is best known for its lox and herring, borscht and bagels—now served not just from the original shop, but also from its bakery and café.</p>
<p data-end=""959"" data-start=""844"">The Russ family’s story threads through the book, grounding the recipes in generations of authority. That expertise comes through in practical guides to smoked and cured fish, caviars and roes, and even how to properly slice salmon.</p>
<p data-end=""1346"" data-start=""1094"">There are occasional contemporary touches—like sardine toast with avocado mousse and olive tapenade—but it’s the proven classics that are likely to resonate most: matzo ball soup, chopped liver, gefilte fish, brisket, latkes, blintzes, babka, and more.</p>
<p data-end=""1452"" data-start=""1348"">Where some books serve mostly as souvenirs of beloved restaurants, this one is clearly meant to be used.</p>
<p data-end=""1452"" data-start=""1348"">Hardcover. Color photographs throughout.</p>",FLAT,Media > Books > Print Books,BOOK,"09-09-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,"Niki Russ Federman, Josh Russ Tupper and Joshua David Stein",1814.36948,shopify,continue,manual,39.99,,true,true,,,,,'9781250886675,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250886675_1_627139dc-b5d1-4ea5-a9dc-24e36f439e47.jpg?v=1749569562,1,Book Cover: Russ & Daughters: 100 Years of Appetizing,false,Russ & Daughters: 100 Years of Appetizing | Kitchen Arts & Letters,"Russ & Daughters' legacy unfolds! Explore 100+ cherished Jewish recipes, family stories, and appetizing secrets from their iconic NYC shop.",543543,,,,,,,,,,,"Niki Russ Federman, Josh Russ Tupper and Joshua David Stein",Hardcover,,"'-9 12/21/25 couldn't locate. LJ
",English,,,,,'2025-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
russ-daughters-100-years-of-appetizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250886675_2_33ae7562-0143-4d26-aa1f-1a194b5aaa2c.jpg?v=1749569562,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russ-daughters-100-years-of-appetizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250886675_3_7f5f8ac3-073c-47a2-bc5e-4edd731740e0.jpg?v=1749569562,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russ-daughters-100-years-of-appetizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250886675_4_2bf8f79f-2d63-4c44-825c-a988d59b7127.jpg?v=1749569562,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russ-daughters-100-years-of-appetizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250886675_5_d13d9c39-626b-4cd6-90b0-ddbdafbb3577.jpg?v=1749569562,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipes-from-the-american-south,Recipes from the American South,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:472aa0c0-184a-42a7-8798-511e869b291c-15"" data-testid=""conversation-turn-32"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""36266171-8546-4f42-9d22-6049b94c4a3b"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-thinking"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-end=""312"" data-start=""190"">A deeply contextual tour of Southern food for home cooks who want well-explained recipes shaped by real history.</p>
<p data-end=""610"" data-start=""314"">Michael W. Twitty maps the South dish by dish, noting where a recipe is rooted, how it shifts from place to place, and the paths—Indigenous, African, and European—that brought it to the table. Headnotes reflect careful research and teaching experience, with clear cues on technique and variation.</p>
<p data-end=""927"" data-start=""612"">The collection spans more than 260 recipes across 400+ pages, organized in familiar chapters (vegetables; fish &amp; shellfish; desserts; pies and sweets) with step-by-step instructions and thoughtful ingredient guidance. It’s everyday cooking, presented with context so you understand what makes each version distinct.</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1240"" data-start=""929"">Expect the classics alongside regional specifics: spoonbread, jambalaya, and benne seed wafers share space with chicken bog from South Carolina’s Pee Dee, antebellum-era Madeira picnic ham, and sorghum taffy. Handsome photography and clean design make this as informative to read as it is inviting to cook from.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</article>
<p>Hardcover. Color photographs throughout.  432 pages.</p>",PHAI,Media > Books > Print Books,BOOK,"10-14-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Michael Twitty,1814.36948,shopify,continue,manual,54.95,,true,true,,,,,'9781837290871,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837290871_1_ab12d3b4-b163-4239-ba4b-0b2bdac81c00.jpg?v=1749569554,1,Book Cover: Recipes from the American South,false,Recipes from the American South | Kitchen Arts & Letters,Michael W. Twitty shares 260+ recipes and rich stories that offer home cooks a deeper understanding of the diverse traditions that shape Southern cuisine.,543543,,,,,,,,,,,Michael Twitty,Hardcover,,,English,,,,,'2025-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
recipes-from-the-american-south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837290871_5_2a64f.jpg?v=1750707235,2,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipes-from-the-american-south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837290871_6_fc173.jpg?v=1750707235,3,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipes-from-the-american-south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837290871_7_1d0a5.jpg?v=1750707235,4,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipes-from-the-american-south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837290871_8_a4c4a.jpg?v=1750707235,5,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready-for-dessert-revised-my-best-recipes-a-baking-book,"Ready for Dessert, Revised: My Best Recipes","<p data-start=""684"" data-end=""1009"">A revised and expanded edition of a beloved favorite, this collection from pastry chef and blogger David Lebovitz is packed with desserts that reward attention without demanding perfection. It’s an appealing fit for bakers who enjoy thoughtful recipes, good ingredients, and the occasional small challenge.</p>
<p data-start=""1011"" data-end=""1447"">Lebovitz trained and worked as a pastry cook at Chez Panisse before becoming one of the most widely trusted voices in American baking. His recipes are precise and well-tested, written with the clear intention that people will cook from them, not just admire them. Here he revisits many of his favorites, refining instructions, updating techniques, and sharing new insights drawn from years of baking in Paris.</p>
<p data-start=""1449"" data-end=""1858"">The book’s range is broad, including cakes, cookies, custards, candies, and fruit desserts. But it’s not simply a greatest-hits compilation: several recipes push beyond the expected. One lime-marshmallow pie has you make your own graham crackers and your own marshmallow topping. A cream cheese–frosted persimmon cake and a clever toasted almond candy both stand out for their balance of comfort and surprise.</p>
<p data-start=""1860"" data-end=""2147"">Many of the recipes are straightforward enough for a casual afternoon; others reward a more project-minded cook. Blackberry–brown butter financiers and berries Romanoff with frozen sour cream are among those that show how a few extra steps can shift a dish into more memorable territory.</p>
<p data-start=""2289"" data-end=""2429"">For readers who appreciate cookbooks that stay in use—not just on display—<em>Ready for Dessert</em> offers depth, polish, and a welcome sense of perspective.</p>
<p>Hardcover. Color photographs throughout.</p>",TSP,Media > Books > Print Books,BOOK,"09-30-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,David Lebovitz,1814.36948,shopify,continue,manual,37.99,,true,true,,,,,'9780593836293,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836293_1_f1af93d4-2fd2-4261-a02d-0a5f1949bcaf.jpg?v=1749569547,1,"Book Cover: Ready for Dessert, Revised: My Best Recipes [A Baking Book]",false,"Ready for Dessert, Revised | Kitchen Arts & Letters","David Lebovitz's revised dessert cookbook offers 170+ mouthwatering pastry, cake, and ice cream recipes with fresh flavors and easy guidance.",543543,,,,,,,,,,,David Lebovitz,Hardcover,,,English,,,,,'2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
ready-for-dessert-revised-my-best-recipes-a-baking-book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836293_2_ed06648a-e47d-441a-a469-7a81a0ea26c7.jpg?v=1749569547,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready-for-dessert-revised-my-best-recipes-a-baking-book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836293_3_fc3382ab-f398-40d0-b3a5-e896d5703707.jpg?v=1749569547,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready-for-dessert-revised-my-best-recipes-a-baking-book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836293_4_bfff511b-83dc-4648-a8ae-856c71d87264.jpg?v=1749569547,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
